nohup: ignoring input
============================================================
AGIFORMER PHASE 8: Scaling & Emergence (100M)
============================================================

🚀 Initializing Scaled Model...
   Architecture: 12 layers × 768 dim
   Parameters: 129.3M
   Device: cuda

📚 Loading Turkish Wikipedia Data...

⚙️  Training Configuration:
   Batch Size: 2 (effective: 8)
   Max Steps: 50,000
   Target Duration: ~5-7 days on T4

▶️  Starting Training...

Step  2110/50000: Loss=1.6237 | BPC=2.3425 | LR=2.00e-04 | ETA=10.8h
Step  2120/50000: Loss=1.7431 | BPC=2.5148 | LR=2.00e-04 | ETA=10.8h
Step  2130/50000: Loss=2.3038 | BPC=3.3237 | LR=2.00e-04 | ETA=10.8h
Step  2140/50000: Loss=1.6721 | BPC=2.4124 | LR=2.00e-04 | ETA=10.8h
Step  2150/50000: Loss=1.6615 | BPC=2.3970 | LR=2.00e-04 | ETA=10.8h
Step  2160/50000: Loss=1.6309 | BPC=2.3529 | LR=2.00e-04 | ETA=10.7h
Step  2170/50000: Loss=1.7758 | BPC=2.5619 | LR=2.00e-04 | ETA=10.7h
Step  2180/50000: Loss=1.7235 | BPC=2.4865 | LR=2.00e-04 | ETA=10.7h
Step  2190/50000: Loss=1.6587 | BPC=2.3930 | LR=2.00e-04 | ETA=10.7h
Step  2200/50000: Loss=1.6182 | BPC=2.3346 | LR=2.00e-04 | ETA=10.7h
Step  2210/50000: Loss=1.6206 | BPC=2.3380 | LR=2.00e-04 | ETA=10.7h
Step  2220/50000: Loss=1.7131 | BPC=2.4715 | LR=2.00e-04 | ETA=10.7h
Step  2230/50000: Loss=1.6696 | BPC=2.4087 | LR=2.00e-04 | ETA=10.7h
Step  2240/50000: Loss=1.6288 | BPC=2.3498 | LR=2.00e-04 | ETA=10.7h
Step  2250/50000: Loss=1.6853 | BPC=2.4314 | LR=2.00e-04 | ETA=10.7h
Step  2260/50000: Loss=1.6841 | BPC=2.4297 | LR=2.00e-04 | ETA=10.7h
Step  2270/50000: Loss=2.1904 | BPC=3.1601 | LR=2.00e-04 | ETA=10.7h
Step  2280/50000: Loss=1.6520 | BPC=2.3833 | LR=2.00e-04 | ETA=10.7h
Step  2290/50000: Loss=1.6266 | BPC=2.3467 | LR=2.00e-04 | ETA=10.7h
Step  2300/50000: Loss=1.6569 | BPC=2.3905 | LR=2.00e-04 | ETA=10.7h
Step  2310/50000: Loss=1.9308 | BPC=2.7856 | LR=2.00e-04 | ETA=10.7h
Step  2320/50000: Loss=1.6766 | BPC=2.4188 | LR=2.00e-04 | ETA=10.7h
Step  2330/50000: Loss=1.7225 | BPC=2.4850 | LR=2.00e-04 | ETA=10.7h
Step  2340/50000: Loss=1.6145 | BPC=2.3292 | LR=2.00e-04 | ETA=10.7h
Step  2350/50000: Loss=1.7369 | BPC=2.5059 | LR=2.00e-04 | ETA=10.7h
Step  2360/50000: Loss=1.5999 | BPC=2.3082 | LR=2.00e-04 | ETA=10.7h
Step  2370/50000: Loss=1.6037 | BPC=2.3137 | LR=2.00e-04 | ETA=10.7h
Step  2380/50000: Loss=1.6344 | BPC=2.3580 | LR=2.00e-04 | ETA=10.7h
Step  2390/50000: Loss=1.6341 | BPC=2.3575 | LR=2.00e-04 | ETA=10.7h
Step  2400/50000: Loss=1.7392 | BPC=2.5091 | LR=2.00e-04 | ETA=10.7h
Step  2410/50000: Loss=1.6083 | BPC=2.3203 | LR=2.00e-04 | ETA=10.7h
Step  2420/50000: Loss=1.5316 | BPC=2.2097 | LR=2.00e-04 | ETA=10.7h
Step  2430/50000: Loss=1.8915 | BPC=2.7288 | LR=2.00e-04 | ETA=10.7h
Step  2440/50000: Loss=1.5070 | BPC=2.1742 | LR=2.00e-04 | ETA=10.7h
